C0 (10266 genes)	C1 (10322 genes)
TRINITY_DN88983_c0_g1	TRINITY_DN88696_c0_g1
TRINITY_DN89028_c0_g1	TRINITY_DN88726_c0_g1
TRINITY_DN89043_c0_g1	TRINITY_DN88748_c0_g1
TRINITY_DN89336_c0_g2	TRINITY_DN88778_c0_g1
TRINITY_DN89359_c0_g1	TRINITY_DN88821_c0_g1
TRINITY_DN89382_c0_g1	TRINITY_DN88822_c0_g1
TRINITY_DN89475_c0_g1	TRINITY_DN88828_c0_g1
TRINITY_DN89583_c0_g1	TRINITY_DN88931_c0_g1
TRINITY_DN89597_c0_g1	TRINITY_DN89185_c0_g1
TRINITY_DN89651_c0_g1	TRINITY_DN89443_c0_g1
TRINITY_DN89670_c0_g1	TRINITY_DN8945_c0_g2
TRINITY_DN89742_c0_g1	TRINITY_DN89463_c0_g1
TRINITY_DN89755_c0_g1	TRINITY_DN89484_c0_g1
TRINITY_DN89783_c0_g1	TRINITY_DN89498_c0_g1
TRINITY_DN89796_c0_g1	TRINITY_DN89499_c0_g1
TRINITY_DN90344_c0_g1	TRINITY_DN89510_c0_g1
TRINITY_DN90347_c0_g1	TRINITY_DN89538_c0_g1
TRINITY_DN90372_c0_g1	TRINITY_DN89561_c0_g1
TRINITY_DN90393_c0_g1	TRINITY_DN8956_c0_g2
TRINITY_DN90405_c0_g1	TRINITY_DN89588_c0_g1
TRINITY_DN90411_c0_g1	TRINITY_DN89608_c0_g1
TRINITY_DN90426_c1_g1	TRINITY_DN89614_c0_g1
TRINITY_DN90809_c0_g1	TRINITY_DN89645_c0_g1
TRINITY_DN90843_c0_g1	TRINITY_DN89653_c0_g1
TRINITY_DN90862_c0_g1	TRINITY_DN89658_c0_g1
TRINITY_DN90922_c0_g1	TRINITY_DN89667_c0_g1
TRINITY_DN90952_c0_g1	TRINITY_DN89683_c0_g1
TRINITY_DN91083_c0_g1	TRINITY_DN89690_c0_g2
TRINITY_DN91170_c0_g1	TRINITY_DN89697_c0_g1
TRINITY_DN9118_c0_g2	TRINITY_DN89708_c0_g1
TRINITY_DN91199_c0_g1	TRINITY_DN89718_c0_g1
TRINITY_DN9119_c1_g3	TRINITY_DN89719_c0_g1
TRINITY_DN91226_c0_g1	TRINITY_DN89724_c0_g1
TRINITY_DN91237_c0_g1	TRINITY_DN89734_c0_g1
TRINITY_DN91238_c0_g1	TRINITY_DN89752_c0_g1
TRINITY_DN91243_c0_g1	TRINITY_DN89822_c0_g1
TRINITY_DN91259_c0_g1	TRINITY_DN89847_c1_g1
TRINITY_DN91279_c0_g1	TRINITY_DN89874_c0_g1
TRINITY_DN91286_c0_g1	TRINITY_DN89876_c0_g1
TRINITY_DN91297_c0_g1	TRINITY_DN89877_c0_g1
TRINITY_DN91314_c0_g1	TRINITY_DN89896_c0_g1
TRINITY_DN91339_c0_g1	TRINITY_DN89905_c0_g1
TRINITY_DN91358_c0_g1	TRINITY_DN8990_c1_g2
TRINITY_DN91361_c0_g1	TRINITY_DN89912_c0_g1
TRINITY_DN91363_c0_g1	TRINITY_DN89929_c0_g1
TRINITY_DN91370_c0_g1	TRINITY_DN89937_c0_g1
TRINITY_DN91393_c0_g1	TRINITY_DN89938_c0_g1
TRINITY_DN913_c4_g1	TRINITY_DN8994_c1_g1
TRINITY_DN91429_c0_g1	TRINITY_DN89973_c0_g1
TRINITY_DN91458_c0_g1	TRINITY_DN8_c5_g1
TRINITY_DN91469_c0_g1	TRINITY_DN90029_c0_g1
TRINITY_DN9148_c0_g3	TRINITY_DN90045_c0_g1
TRINITY_DN91495_c0_g1	TRINITY_DN90057_c0_g1
TRINITY_DN91496_c0_g1	TRINITY_DN90059_c0_g1
TRINITY_DN91498_c0_g1	TRINITY_DN90074_c0_g1
TRINITY_DN91500_c0_g1	TRINITY_DN90077_c0_g1
TRINITY_DN91529_c0_g1	TRINITY_DN90079_c0_g1
TRINITY_DN91676_c0_g1	TRINITY_DN90081_c0_g1
TRINITY_DN91677_c0_g1	TRINITY_DN90102_c0_g1
TRINITY_DN91823_c0_g1	TRINITY_DN90107_c0_g1
TRINITY_DN91883_c0_g1	TRINITY_DN90141_c0_g1
TRINITY_DN91908_c0_g1	TRINITY_DN90152_c0_g1
TRINITY_DN91965_c0_g1	TRINITY_DN90190_c0_g1
TRINITY_DN92051_c0_g1	TRINITY_DN90205_c0_g1
TRINITY_DN92349_c0_g1	TRINITY_DN9020_c1_g1
TRINITY_DN92367_c0_g1	TRINITY_DN90212_c0_g1
TRINITY_DN92373_c0_g1	TRINITY_DN90219_c0_g1
TRINITY_DN92374_c0_g1	TRINITY_DN90223_c0_g1
TRINITY_DN92396_c0_g1	TRINITY_DN90228_c0_g1
TRINITY_DN92408_c0_g1	TRINITY_DN90240_c0_g1
TRINITY_DN92413_c0_g1	TRINITY_DN90241_c0_g1
TRINITY_DN92415_c0_g1	TRINITY_DN9024_c0_g2
TRINITY_DN92439_c0_g1	TRINITY_DN90253_c0_g1
TRINITY_DN9244_c0_g3	TRINITY_DN90300_c0_g1
TRINITY_DN92450_c0_g1	TRINITY_DN90303_c0_g1
TRINITY_DN92451_c0_g1	TRINITY_DN90308_c0_g1
TRINITY_DN92454_c0_g1	TRINITY_DN90355_c0_g1
TRINITY_DN92462_c0_g1	TRINITY_DN90360_c0_g1
TRINITY_DN92482_c0_g1	TRINITY_DN90363_c0_g1
TRINITY_DN92498_c0_g1	TRINITY_DN90365_c0_g1
TRINITY_DN92501_c0_g1	TRINITY_DN90381_c0_g1
TRINITY_DN92515_c0_g1	TRINITY_DN90385_c0_g2
TRINITY_DN92518_c0_g1	TRINITY_DN90464_c0_g1
TRINITY_DN9251_c0_g2	TRINITY_DN90477_c0_g1
TRINITY_DN92520_c0_g1	TRINITY_DN90493_c0_g1
TRINITY_DN92537_c0_g1	TRINITY_DN90494_c0_g1
TRINITY_DN92539_c0_g1	TRINITY_DN90501_c0_g1
TRINITY_DN92545_c0_g1	TRINITY_DN90502_c0_g2
TRINITY_DN92565_c0_g1	TRINITY_DN90520_c0_g1
TRINITY_DN92572_c0_g1	TRINITY_DN90528_c0_g1
TRINITY_DN92582_c0_g1	TRINITY_DN90562_c0_g1
TRINITY_DN92584_c0_g1	TRINITY_DN90574_c0_g1
TRINITY_DN92636_c0_g1	TRINITY_DN90582_c0_g2
TRINITY_DN92637_c0_g1	TRINITY_DN90609_c0_g1
TRINITY_DN92644_c0_g1	TRINITY_DN90609_c1_g1
TRINITY_DN92648_c0_g1	TRINITY_DN90614_c0_g1
TRINITY_DN92650_c0_g1	TRINITY_DN90631_c0_g1
TRINITY_DN92653_c0_g1	TRINITY_DN90631_c0_g2
TRINITY_DN92660_c0_g1	TRINITY_DN90637_c0_g1
TRINITY_DN92666_c0_g1	TRINITY_DN9067_c0_g2
TRINITY_DN92667_c0_g1	TRINITY_DN90684_c0_g2
TRINITY_DN92673_c0_g1	TRINITY_DN90693_c0_g1
TRINITY_DN92675_c0_g1	TRINITY_DN906_c4_g1
TRINITY_DN9267_c3_g1	TRINITY_DN90710_c0_g1
TRINITY_DN92681_c0_g1	TRINITY_DN90733_c0_g2
TRINITY_DN92692_c0_g1	TRINITY_DN90741_c0_g1
TRINITY_DN92693_c0_g1	TRINITY_DN90749_c1_g1
TRINITY_DN92694_c0_g1	TRINITY_DN90756_c0_g1
TRINITY_DN92705_c0_g1	TRINITY_DN90759_c0_g1
TRINITY_DN92708_c0_g1	TRINITY_DN90768_c0_g1
TRINITY_DN92714_c0_g1	TRINITY_DN90772_c0_g1
TRINITY_DN9271_c1_g1	TRINITY_DN90789_c0_g1
TRINITY_DN92745_c0_g1	TRINITY_DN90789_c0_g2
TRINITY_DN92749_c0_g1	TRINITY_DN90834_c0_g1
TRINITY_DN92758_c0_g1	TRINITY_DN90845_c1_g1
TRINITY_DN92766_c0_g1	TRINITY_DN90887_c0_g1
TRINITY_DN92778_c0_g1	TRINITY_DN90888_c0_g1
TRINITY_DN92796_c0_g1	TRINITY_DN90899_c0_g1
TRINITY_DN92809_c0_g1	TRINITY_DN90903_c0_g1
TRINITY_DN92810_c0_g1	TRINITY_DN90915_c0_g1
TRINITY_DN92853_c0_g1	TRINITY_DN90959_c0_g1
TRINITY_DN92875_c0_g1	TRINITY_DN91020_c0_g1
TRINITY_DN9291_c0_g2	TRINITY_DN91044_c0_g1
TRINITY_DN92945_c0_g1	TRINITY_DN91070_c0_g2
TRINITY_DN92959_c0_g1	TRINITY_DN91108_c0_g1
TRINITY_DN92962_c0_g1	TRINITY_DN91139_c0_g1
TRINITY_DN93024_c0_g1	TRINITY_DN91157_c0_g1
TRINITY_DN93064_c0_g1	TRINITY_DN91168_c0_g1
TRINITY_DN93072_c0_g1	TRINITY_DN91205_c0_g1
TRINITY_DN93081_c0_g1	TRINITY_DN91220_c0_g1
TRINITY_DN93104_c0_g1	TRINITY_DN91264_c0_g1
TRINITY_DN93181_c0_g1	TRINITY_DN91269_c0_g1
TRINITY_DN93196_c0_g1	TRINITY_DN91274_c0_g1
TRINITY_DN93203_c0_g1	TRINITY_DN91285_c0_g1
TRINITY_DN93218_c0_g1	TRINITY_DN91289_c0_g1
TRINITY_DN93222_c0_g1	TRINITY_DN91292_c0_g1
TRINITY_DN93227_c0_g1	TRINITY_DN91295_c0_g1
TRINITY_DN93239_c0_g1	TRINITY_DN91299_c0_g1
TRINITY_DN93240_c0_g1	TRINITY_DN91301_c0_g1
TRINITY_DN93255_c0_g1	TRINITY_DN91305_c0_g1
TRINITY_DN93274_c0_g1	TRINITY_DN91306_c0_g1
TRINITY_DN93279_c0_g1	TRINITY_DN91323_c0_g1
TRINITY_DN93296_c0_g1	TRINITY_DN91333_c0_g1
TRINITY_DN93309_c0_g1	TRINITY_DN91343_c0_g1
TRINITY_DN93310_c0_g1	TRINITY_DN91345_c0_g1
TRINITY_DN93313_c0_g1	TRINITY_DN91355_c0_g1
TRINITY_DN93314_c0_g1	TRINITY_DN91356_c0_g1
TRINITY_DN93368_c0_g1	TRINITY_DN91367_c0_g1
TRINITY_DN93397_c0_g1	TRINITY_DN91368_c0_g1
TRINITY_DN93402_c0_g1	TRINITY_DN91468_c0_g1
TRINITY_DN93408_c0_g1	TRINITY_DN91470_c0_g1
TRINITY_DN9342_c4_g1	TRINITY_DN91471_c0_g1
TRINITY_DN9342_c6_g1	TRINITY_DN91476_c0_g1
TRINITY_DN93452_c0_g1	TRINITY_DN91492_c0_g1
TRINITY_DN93468_c0_g1	TRINITY_DN91531_c0_g1
TRINITY_DN93472_c0_g1	TRINITY_DN91538_c0_g1
TRINITY_DN93487_c0_g1	TRINITY_DN91543_c0_g1
TRINITY_DN93488_c0_g1	TRINITY_DN91559_c0_g1
TRINITY_DN93489_c0_g1	TRINITY_DN91564_c0_g1
TRINITY_DN93492_c0_g1	TRINITY_DN91581_c0_g1
TRINITY_DN9350_c1_g2	TRINITY_DN91582_c0_g1
TRINITY_DN93522_c0_g1	TRINITY_DN91587_c0_g1
TRINITY_DN93529_c0_g1	TRINITY_DN91596_c0_g1
TRINITY_DN93531_c0_g1	TRINITY_DN91618_c0_g1
TRINITY_DN93532_c0_g1	TRINITY_DN91667_c0_g1
TRINITY_DN93551_c0_g1	TRINITY_DN91721_c0_g1
TRINITY_DN93567_c0_g1	TRINITY_DN91730_c0_g1
TRINITY_DN93589_c0_g1	TRINITY_DN91740_c0_g1
TRINITY_DN93604_c0_g1	TRINITY_DN9175_c0_g2
TRINITY_DN93610_c0_g1	TRINITY_DN91772_c0_g1
TRINITY_DN93650_c0_g1	TRINITY_DN91774_c0_g1
TRINITY_DN93651_c0_g1	TRINITY_DN91785_c0_g1
TRINITY_DN93652_c0_g1	TRINITY_DN91803_c0_g1
TRINITY_DN93653_c0_g1	TRINITY_DN91807_c0_g1
TRINITY_DN93655_c0_g1	TRINITY_DN91809_c0_g1
TRINITY_DN93660_c0_g1	TRINITY_DN91828_c0_g1
TRINITY_DN93662_c0_g1	TRINITY_DN91829_c0_g1
TRINITY_DN9366_c0_g1	TRINITY_DN91834_c0_g1
TRINITY_DN93677_c0_g1	TRINITY_DN91835_c0_g1
TRINITY_DN93680_c0_g1	TRINITY_DN91879_c0_g1
TRINITY_DN93682_c0_g1	TRINITY_DN91891_c0_g1
TRINITY_DN93685_c0_g1	TRINITY_DN91912_c0_g1
TRINITY_DN93687_c0_g1	TRINITY_DN91931_c0_g1
TRINITY_DN9368_c0_g2	TRINITY_DN91949_c0_g1
TRINITY_DN93693_c0_g1	TRINITY_DN91966_c0_g1
TRINITY_DN93705_c0_g1	TRINITY_DN91975_c0_g1
TRINITY_DN93722_c0_g1	TRINITY_DN91985_c0_g1
TRINITY_DN93739_c0_g1	TRINITY_DN92021_c0_g1
TRINITY_DN93745_c0_g1	TRINITY_DN92022_c0_g1
TRINITY_DN93749_c0_g1	TRINITY_DN92028_c0_g1
TRINITY_DN93750_c0_g1	TRINITY_DN92036_c0_g1
TRINITY_DN93757_c0_g1	TRINITY_DN92037_c0_g1
TRINITY_DN93763_c0_g1	TRINITY_DN92080_c0_g1
TRINITY_DN93779_c0_g1	TRINITY_DN92127_c0_g1
TRINITY_DN93785_c0_g1	TRINITY_DN92136_c0_g1
TRINITY_DN93796_c0_g1	TRINITY_DN92144_c0_g1
TRINITY_DN93798_c0_g1	TRINITY_DN92147_c0_g1
TRINITY_DN93818_c0_g1	TRINITY_DN92152_c0_g1
TRINITY_DN93820_c0_g1	TRINITY_DN9215_c1_g1
TRINITY_DN93838_c0_g1	TRINITY_DN92168_c0_g1
TRINITY_DN93854_c0_g1	TRINITY_DN92169_c0_g1
TRINITY_DN93857_c0_g1	TRINITY_DN92172_c0_g1
TRINITY_DN93881_c0_g1	TRINITY_DN92195_c0_g1
TRINITY_DN93889_c0_g1	TRINITY_DN92204_c0_g1
TRINITY_DN93904_c0_g1	TRINITY_DN92217_c0_g1
TRINITY_DN93916_c0_g1	TRINITY_DN92226_c0_g1
TRINITY_DN93976_c0_g1	TRINITY_DN92241_c0_g1
TRINITY_DN93977_c0_g1	TRINITY_DN92244_c0_g1
TRINITY_DN9399_c1_g1	TRINITY_DN92245_c0_g1
TRINITY_DN94014_c0_g1	TRINITY_DN92252_c0_g1
TRINITY_DN94025_c0_g1	TRINITY_DN92261_c0_g1
TRINITY_DN94042_c0_g1	TRINITY_DN92264_c0_g1
TRINITY_DN94052_c0_g1	TRINITY_DN92270_c0_g1
TRINITY_DN94064_c0_g1	TRINITY_DN92273_c0_g1
TRINITY_DN94065_c0_g1	TRINITY_DN92275_c0_g1
TRINITY_DN94068_c0_g1	TRINITY_DN92278_c0_g1
TRINITY_DN94080_c0_g1	TRINITY_DN92279_c0_g1
TRINITY_DN94088_c0_g1	TRINITY_DN92281_c0_g1
TRINITY_DN94089_c0_g1	TRINITY_DN92282_c0_g1
TRINITY_DN94099_c0_g1	TRINITY_DN92290_c0_g1
TRINITY_DN94108_c0_g1	TRINITY_DN92293_c0_g1
TRINITY_DN9410_c0_g2	TRINITY_DN92302_c0_g1
TRINITY_DN94111_c0_g1	TRINITY_DN92305_c0_g1
TRINITY_DN94126_c0_g1	TRINITY_DN92324_c0_g1
TRINITY_DN94129_c0_g1	TRINITY_DN92331_c0_g1
TRINITY_DN94145_c0_g1	TRINITY_DN92346_c0_g1
TRINITY_DN94161_c0_g1	TRINITY_DN92365_c0_g1
TRINITY_DN94165_c0_g1	TRINITY_DN92366_c0_g1
TRINITY_DN94180_c0_g1	TRINITY_DN92375_c0_g1
TRINITY_DN94195_c0_g1	TRINITY_DN92384_c0_g1
TRINITY_DN94196_c0_g1	TRINITY_DN92395_c0_g1
TRINITY_DN94201_c0_g1	TRINITY_DN92416_c0_g1
TRINITY_DN94203_c0_g1	TRINITY_DN92437_c0_g1
TRINITY_DN94204_c0_g1	TRINITY_DN92443_c0_g1
TRINITY_DN94207_c0_g1	TRINITY_DN92458_c0_g1
TRINITY_DN94215_c0_g1	TRINITY_DN92461_c0_g1
TRINITY_DN94235_c0_g1	TRINITY_DN92463_c0_g1
TRINITY_DN94238_c0_g1	TRINITY_DN92472_c0_g1
TRINITY_DN94241_c0_g1	TRINITY_DN92490_c0_g1
TRINITY_DN94243_c0_g1	TRINITY_DN92511_c0_g1
TRINITY_DN94286_c0_g1	TRINITY_DN92513_c0_g1
TRINITY_DN94300_c0_g1	TRINITY_DN92514_c0_g1
TRINITY_DN94309_c0_g1	TRINITY_DN92524_c0_g1
TRINITY_DN94311_c0_g1	TRINITY_DN92532_c0_g1
TRINITY_DN94312_c0_g1	TRINITY_DN92598_c0_g1
TRINITY_DN94318_c0_g1	TRINITY_DN92601_c0_g1
TRINITY_DN94328_c0_g1	TRINITY_DN92614_c0_g1
TRINITY_DN94335_c0_g1	TRINITY_DN92615_c0_g1
TRINITY_DN94341_c0_g1	TRINITY_DN92616_c0_g1
TRINITY_DN94354_c0_g1	TRINITY_DN92620_c0_g1
TRINITY_DN94394_c0_g1	TRINITY_DN92628_c0_g1
TRINITY_DN94407_c0_g1	TRINITY_DN92663_c0_g1
TRINITY_DN94409_c0_g1	TRINITY_DN9272_c0_g2
TRINITY_DN94419_c0_g1	TRINITY_DN92733_c0_g1
TRINITY_DN94430_c0_g1	TRINITY_DN92839_c0_g1
TRINITY_DN94503_c0_g1	TRINITY_DN9287_c1_g1
TRINITY_DN94506_c0_g1	TRINITY_DN92928_c0_g1
TRINITY_DN94522_c0_g1	TRINITY_DN92929_c0_g1
TRINITY_DN94555_c0_g1	TRINITY_DN92937_c0_g1
TRINITY_DN94565_c0_g1	TRINITY_DN92944_c0_g1
TRINITY_DN94590_c0_g1	TRINITY_DN92958_c0_g1
TRINITY_DN94610_c0_g1	TRINITY_DN92987_c0_g1
TRINITY_DN94614_c0_g1	TRINITY_DN92991_c0_g1
TRINITY_DN94618_c0_g1	TRINITY_DN93007_c0_g1
TRINITY_DN94624_c0_g1	TRINITY_DN93023_c0_g1
TRINITY_DN94655_c0_g1	TRINITY_DN93031_c0_g1
TRINITY_DN94663_c0_g1	TRINITY_DN93050_c0_g1
TRINITY_DN94684_c0_g1	TRINITY_DN93088_c0_g1
TRINITY_DN94686_c0_g1	TRINITY_DN93091_c1_g1
TRINITY_DN94688_c0_g1	TRINITY_DN93096_c0_g1
TRINITY_DN94697_c0_g1	TRINITY_DN93108_c0_g1
TRINITY_DN94717_c0_g1	TRINITY_DN93126_c0_g1
TRINITY_DN94735_c0_g1	TRINITY_DN93161_c0_g1
TRINITY_DN94736_c0_g1	TRINITY_DN93173_c0_g1
TRINITY_DN94738_c0_g1	TRINITY_DN93205_c0_g1
TRINITY_DN94747_c0_g1	TRINITY_DN93245_c0_g1
TRINITY_DN94752_c0_g1	TRINITY_DN93249_c0_g1
TRINITY_DN94761_c0_g1	TRINITY_DN93252_c0_g1
TRINITY_DN94786_c0_g1	TRINITY_DN93273_c0_g1
TRINITY_DN94787_c0_g1	TRINITY_DN93283_c0_g1
TRINITY_DN94789_c0_g1	TRINITY_DN93291_c0_g1
TRINITY_DN94791_c0_g1	TRINITY_DN93340_c0_g1
TRINITY_DN94792_c0_g1	TRINITY_DN93343_c0_g1
TRINITY_DN94798_c0_g1	TRINITY_DN93352_c0_g1
TRINITY_DN94809_c0_g1	TRINITY_DN93362_c0_g1
TRINITY_DN94816_c0_g1	TRINITY_DN93363_c0_g1
TRINITY_DN94817_c0_g1	TRINITY_DN93375_c0_g1
TRINITY_DN94827_c0_g1	TRINITY_DN93384_c0_g1
TRINITY_DN94833_c0_g1	TRINITY_DN93406_c0_g1
TRINITY_DN94840_c0_g1	TRINITY_DN93429_c0_g1
TRINITY_DN94842_c0_g1	TRINITY_DN93432_c0_g1
TRINITY_DN94855_c0_g1	TRINITY_DN93435_c0_g1
TRINITY_DN94868_c0_g1	TRINITY_DN93460_c0_g1
TRINITY_DN94875_c0_g1	TRINITY_DN9346_c0_g2
TRINITY_DN94888_c0_g1	TRINITY_DN93474_c0_g1
TRINITY_DN94895_c0_g1	TRINITY_DN93478_c0_g1
TRINITY_DN94897_c0_g1	TRINITY_DN93491_c0_g1
TRINITY_DN94898_c0_g1	TRINITY_DN934_c2_g1
TRINITY_DN94903_c0_g1	TRINITY_DN93504_c0_g1
TRINITY_DN94905_c0_g1	TRINITY_DN93505_c0_g1
TRINITY_DN94907_c0_g1	TRINITY_DN93507_c0_g1
TRINITY_DN94919_c0_g1	TRINITY_DN93509_c0_g1
TRINITY_DN94920_c0_g1	TRINITY_DN93516_c0_g1
TRINITY_DN94938_c0_g1	TRINITY_DN93535_c0_g1
TRINITY_DN94942_c0_g1	TRINITY_DN93543_c0_g1
TRINITY_DN94946_c0_g1	TRINITY_DN93544_c0_g1
TRINITY_DN94951_c0_g1	TRINITY_DN93552_c0_g1
TRINITY_DN94954_c0_g1	TRINITY_DN93563_c0_g1
TRINITY_DN94967_c0_g1	TRINITY_DN93566_c0_g1
TRINITY_DN94974_c0_g1	TRINITY_DN93575_c0_g1
TRINITY_DN94993_c0_g1	TRINITY_DN93578_c0_g1
TRINITY_DN94996_c0_g1	TRINITY_DN93584_c0_g1
TRINITY_DN95013_c0_g1	TRINITY_DN93590_c0_g1
TRINITY_DN95024_c0_g1	TRINITY_DN93635_c0_g1
TRINITY_DN95025_c0_g1	TRINITY_DN93665_c0_g1
TRINITY_DN95042_c0_g1	TRINITY_DN93686_c0_g1
TRINITY_DN95055_c0_g1	TRINITY_DN93689_c0_g1
TRINITY_DN95059_c0_g1	TRINITY_DN93694_c0_g1
TRINITY_DN95067_c0_g1	TRINITY_DN93703_c0_g1
TRINITY_DN95077_c0_g1	TRINITY_DN93717_c0_g1
TRINITY_DN95080_c0_g1	TRINITY_DN93754_c0_g1
TRINITY_DN95087_c0_g1	TRINITY_DN93760_c0_g1
TRINITY_DN95088_c0_g1	TRINITY_DN93762_c0_g1
TRINITY_DN9508_c1_g1	TRINITY_DN93770_c0_g1
TRINITY_DN95091_c0_g1	TRINITY_DN93778_c0_g1
TRINITY_DN95092_c0_g1	TRINITY_DN93782_c0_g1
TRINITY_DN95102_c0_g1	TRINITY_DN93787_c0_g1
TRINITY_DN95104_c0_g1	TRINITY_DN93810_c0_g1
TRINITY_DN95106_c0_g1	TRINITY_DN93813_c0_g1
TRINITY_DN95137_c0_g1	TRINITY_DN93819_c0_g1
TRINITY_DN95139_c0_g1	TRINITY_DN9381_c1_g1
TRINITY_DN95142_c0_g1	TRINITY_DN93821_c0_g1
TRINITY_DN95145_c0_g1	TRINITY_DN93828_c0_g1
TRINITY_DN95157_c0_g1	TRINITY_DN93845_c0_g1
TRINITY_DN95161_c0_g1	TRINITY_DN93858_c0_g1
TRINITY_DN95174_c0_g1	TRINITY_DN93864_c0_g1
TRINITY_DN95186_c0_g1	TRINITY_DN93882_c0_g1
TRINITY_DN95187_c0_g1	TRINITY_DN93906_c0_g1
TRINITY_DN95189_c0_g1	TRINITY_DN93907_c0_g1
TRINITY_DN95190_c0_g1	TRINITY_DN93911_c0_g1
TRINITY_DN95191_c0_g1	TRINITY_DN93914_c0_g1
TRINITY_DN95214_c0_g1	TRINITY_DN93936_c0_g1
TRINITY_DN95222_c0_g1	TRINITY_DN93941_c0_g1
TRINITY_DN95223_c0_g1	TRINITY_DN93947_c0_g1
TRINITY_DN95226_c0_g1	TRINITY_DN93948_c0_g1
TRINITY_DN95235_c0_g1	TRINITY_DN93949_c0_g1
TRINITY_DN95242_c0_g1	TRINITY_DN93952_c0_g1
TRINITY_DN95243_c0_g1	TRINITY_DN93953_c0_g1
TRINITY_DN95249_c0_g1	TRINITY_DN93958_c0_g1
TRINITY_DN95250_c0_g1	TRINITY_DN93979_c0_g1
TRINITY_DN95254_c0_g1	TRINITY_DN93981_c0_g1
TRINITY_DN95275_c0_g1	TRINITY_DN93996_c0_g1
TRINITY_DN95277_c0_g1	TRINITY_DN94007_c0_g1
TRINITY_DN95286_c0_g1	TRINITY_DN94010_c0_g1
TRINITY_DN95297_c0_g1	TRINITY_DN94031_c0_g1
TRINITY_DN95304_c0_g1	TRINITY_DN94032_c0_g1
TRINITY_DN95315_c0_g1	TRINITY_DN94033_c0_g1
TRINITY_DN95317_c0_g1	TRINITY_DN94041_c0_g1
TRINITY_DN95339_c0_g1	TRINITY_DN94044_c0_g1
TRINITY_DN95349_c0_g1	TRINITY_DN94045_c0_g1
TRINITY_DN95350_c0_g1	TRINITY_DN94051_c0_g1
TRINITY_DN95356_c0_g1	TRINITY_DN94082_c0_g1
TRINITY_DN95369_c0_g1	TRINITY_DN94083_c0_g1
TRINITY_DN95371_c0_g1	TRINITY_DN94085_c0_g1
TRINITY_DN95377_c0_g1	TRINITY_DN94087_c0_g1
TRINITY_DN95380_c0_g1	TRINITY_DN94092_c0_g1
TRINITY_DN95383_c0_g1	TRINITY_DN94096_c0_g1
TRINITY_DN95385_c0_g1	TRINITY_DN94098_c0_g1
TRINITY_DN95410_c0_g1	TRINITY_DN94109_c0_g1
TRINITY_DN95417_c0_g1	TRINITY_DN94125_c0_g1
TRINITY_DN95424_c0_g1	TRINITY_DN94127_c0_g1
TRINITY_DN95431_c0_g1	TRINITY_DN9412_c0_g1
TRINITY_DN95435_c0_g1	TRINITY_DN9413_c1_g1
TRINITY_DN95437_c0_g1	TRINITY_DN94142_c0_g1
TRINITY_DN95444_c0_g1	TRINITY_DN94147_c0_g1
TRINITY_DN95457_c0_g1	TRINITY_DN94160_c0_g1
TRINITY_DN95467_c0_g1	TRINITY_DN94170_c0_g1
TRINITY_DN95469_c0_g1	TRINITY_DN94171_c0_g1
TRINITY_DN95473_c0_g1	TRINITY_DN94176_c0_g1
TRINITY_DN95480_c0_g1	TRINITY_DN94182_c0_g1
TRINITY_DN95484_c0_g1	TRINITY_DN94184_c0_g1
TRINITY_DN95487_c0_g1	TRINITY_DN94185_c0_g1
TRINITY_DN95503_c0_g1	TRINITY_DN94191_c0_g1
TRINITY_DN95506_c0_g1	TRINITY_DN941_c1_g1
TRINITY_DN95513_c0_g1	TRINITY_DN94205_c0_g1
TRINITY_DN95522_c0_g1	TRINITY_DN94232_c0_g1
TRINITY_DN95530_c0_g1	TRINITY_DN94237_c0_g1
TRINITY_DN95537_c0_g1	TRINITY_DN94250_c0_g1
TRINITY_DN95557_c0_g1	TRINITY_DN94254_c0_g1
TRINITY_DN95563_c0_g1	TRINITY_DN94257_c0_g1
TRINITY_DN95575_c0_g1	TRINITY_DN94271_c0_g1
TRINITY_DN95583_c0_g1	TRINITY_DN94277_c0_g1
TRINITY_DN95602_c0_g1	TRINITY_DN94282_c0_g1
TRINITY_DN95608_c0_g1	TRINITY_DN94302_c0_g1
TRINITY_DN95631_c0_g1	TRINITY_DN94331_c0_g1
TRINITY_DN95641_c0_g1	TRINITY_DN94343_c0_g1
TRINITY_DN95650_c0_g1	TRINITY_DN94355_c0_g1
TRINITY_DN95655_c0_g1	TRINITY_DN94366_c0_g1
TRINITY_DN9565_c0_g2	TRINITY_DN94376_c0_g1
TRINITY_DN95665_c0_g1	TRINITY_DN94382_c1_g1
TRINITY_DN95679_c0_g1	TRINITY_DN94396_c0_g1
TRINITY_DN95683_c0_g1	TRINITY_DN94401_c0_g1
TRINITY_DN95684_c0_g1	TRINITY_DN94411_c0_g1
TRINITY_DN95689_c0_g1	TRINITY_DN94420_c0_g1
TRINITY_DN95694_c0_g1	TRINITY_DN94422_c0_g1
TRINITY_DN95701_c0_g1	TRINITY_DN94424_c0_g1
TRINITY_DN95705_c0_g1	TRINITY_DN94429_c0_g1
TRINITY_DN95710_c0_g1	TRINITY_DN94435_c0_g1
TRINITY_DN95714_c0_g1	TRINITY_DN94441_c0_g1
TRINITY_DN95719_c0_g1	TRINITY_DN94471_c0_g1
TRINITY_DN95723_c0_g1	TRINITY_DN94472_c0_g1
